код,закупка,валюта,группа,подгруппа,наименование,описание,наличие,?
2578776,0,USD,Кабель,CS-СОЛ,"Кабель CS-СОЛ USB 2.0 UAE-01-10M удлинитель,активный, AM/AF, 10м","USB 2.0 UAE-01-10M удлинитель,активный, AM/AF, 10м Кабель удлинитель USB 2.0 активный Cablexpert UAE-01-10M, AM/AF, 10м",****,?
2578777,0,USD,Кабель,CS-СОЛ,"Кабель CS-СОЛ VGA-1.8M, 15M/15M, тройн.экран, феррит.кольца, пакет","VGA-1.8M, 15M/15M, тройн.экран, феррит.кольца, пакет CC-PPVGA-6 - Кабель VGA Premium Cablexpert, 1.8м, 15M/15M, тройн.экран, феррит.кольца, пакет",,?
2578778,0,USD,Кабель,CS-СОЛ,"Кабель CS-СОЛ VGA-10M-Black, 15M/15M, 10м, черн., тройной экран, феррит.кольца","VGA-10M-Black, 15M/15M, 10м, черн., тройной экран, феррит.кольца Кабель VGA Premium Cablexpert CC-PPVGA-10M-B, 15M/15M, 10м, черный, тройной экран, феррит.кольца, пакет",****,?
2578779,0,USD,Кабель,CS-СОЛ,"Кабель CS-СОЛ VGA-10M-Gray, 15M/15M, 10м, черн., тройной экран, феррит.кольца","VGA-10M-Gray, 15M/15M, 10м, черн., тройной экран, феррит.кольца Кабель VGA Premium Cablexpert CC-PPVGA-10M, 15M/15M, 10м, серый, тройной экран, феррит.кольца, пакет",****,?
2578780,0,USD,Кабель,CS-СОЛ,"Кабель CS-СОЛ VGA-15M-Gray, 15M/15M, 15м, тройной экран, феррит.кольца, пакет","VGA-15M-Gray, 15M/15M, 15м, тройной экран, феррит.кольца, пакет Кабель VGA Premium Cablexpert CC-PPVGA-15M, 15M/15M, 15м, тройной экран, феррит.кольца, пакет, серый",****,?
2578781,0,USD,Кабель,CS-СОЛ,"Кабель CS-СОЛ VGA-20M-Black, 15M/15M, 20м, черн., тройной экран, феррит.кольца","VGA-20M-Black, 15M/15M, 20м, черн., тройной экран, феррит.кольца Кабель VGA Premium Cablexpert CC-PPVGA-20M-B, 15M/15M, 20м, черный, тройной экран, феррит.кольца, пакет",****,?
2578782,0,USD,Кабель,CS-СОЛ,"Кабель CS-СОЛ VGA-30M-Black, 15M/15M, 30м, черн., тройной экран, феррит.кольца","VGA-30M-Black, 15M/15M, 30м, черн., тройной экран, феррит.кольца Кабель VGA Premium Cablexpert CC-PPVGA-30M-B, 15M/15M, 30м, черный, тройной экран, феррит.кольца, пакет",**,?
2578783,0,USD,Кабель,CS-СОЛ,"Кабель CS-СОЛ VGA-5M, 5м, 15M/15M, тройн.экран, феррит.кольца, пакет","VGA-5M, 5м, 15M/15M, тройн.экран, феррит.кольца, пакет CC-PPVGA-5M - Кабель VGA Premium Cablexpert, 5.0м, 15M/15M, тройн.экран, феррит.кольца, пакет",****,?
2573335,0,USD,Крепежи и подставки универсальные,EPSON,Крепежи и подставки универсальные EPSON Epson ELPFP13 (крепёжная труба),Epson ELPFP13 (крепёжная труба) Телескопический удлинитель крепления 668 – 918 мм для EB-G серии. Артикул V12H003P13,,?
2571853,0,USD,Крепежи и подставки универсальные,EPSON,Крепежи и подставки универсальные EPSON Epson ELPFP14 (крепёжная труба),Epson ELPFP14 (крепёжная труба) Телескопический удлинитель крепления 918 – 1168 мм. Артикул V12H003P14,,?
2571852,0,USD,Крепежи и подставки универсальные,EPSON,Крепежи и подставки универсальные EPSON Epson ELPMB22 (потолочное крепление),Epson ELPMB22 (потолочное крепление) Универсальное потолочное крепление для проекторов Epson. Артикул V12H003B22,,?
2572935,0,USD,Крепежи и подставки универсальные,EPSON,Крепежи и подставки универсальные EPSON Epson ELPMB23 (потолочное крепление),Epson ELPMB23 (потолочное крепление) Универсальное потолочное крепление для проекторов Epson. Артикул V12H003B23,,?
2574344,0,USD,Крепежи и подставки универсальные,EPSON,Крепежи и подставки универсальные EPSON Epson ELPMB25 (потолочное крепление),"Epson ELPMB25 (потолочное крепление) Высокое потолочное крепление для проекторов Epson EB-Z8000WU, EB-Z8000WUNL, EB-Z8050W, EB-Z8050WNL. Артикул V12H003B25",,?
2572729,0,USD,Крепежи и подставки универсальные,EPSON,Крепежи и подставки универсальные EPSON Epson ELPMB26 (потолочное крепление),"Epson ELPMB26 (потолочное крепление) Низкое потолочное крепление для проекторов Epson EB-Z8000WU, EB-Z8000WUNL, EB-Z8050W, EB-Z8050WNL. Артикул V12H003B26",,?
